garden_Plant_ID,,C002,,,C003,,,C004,,,C005,,,C006,,,C007,,,C008,,,C009,,,C010,,,C011,,,C012,,,C013,,,C014,,,C015,,,C016,,,C017,,,C018,,,C019,,,C020,,,C021,,,C022,,,C023,,,C024,,,C025,,,C026,,,C027,,,C028,,,C029,,,C030,,,C031,,,C032,,,C033,,,C034,,,C035,,,C036,,,C037,,,C038,,,C039,,,C040,,,C041,,,C042,,,C043,,,C044,,,C045,,,C046,,,C047,,,C048,,,C049,,,C050,,,C051,,,C052,,,C053,,,C054,,,C055,,,C056,,,C057,,,C058,,,C059,,,C060,,,C061,,,C062,,,C063,,,C064,,,C065,,,C066,,,C067,,,C068,,,C069,,,C070,,,C071,,,C072,,,C073,,,C074,,
235,,3.1478,162.712,0.77,3.6805,1722.405,8.12,,,,,,,7.3142,514.61,2.43,,,,,,,,,,12.1362,2307.035,10.88,,,,,,,,,,,,,,,,14.8716,3676.845,17.34,,,,,,,15.7709,225.127,1.06,,,,,,,16.9834,206.549,0.97,,,,,,,17.7963,4382.072,20.66,17.9457,973.531,4.59,,,,18.3741,263.343,1.24,18.5509,559.834,2.64,18.63,469.598,2.21,18.8444,121.342,0.57,19.33,119.162,0.56,,,,,,,,,,,,,,,,20.8307,1507.202,7.11,21.2913,696.472,3.28,,,,21.4284,192.976,0.91,21.5874,87.228,0.41,21.6461,192.354,0.91,,,,,,,,,,,,,,,,23.13,268.091,1.26,23.2663,93.247,0.44,23.4294,253.018,1.19,,,,,,,,,,23.7249,87.133,0.41,,,,23.9987,107.428,0.51,,,,,,,,,,,,,,,,,,,,,,25.9608,177.432,0.84,,,,,,,26.608,94.684,0.45,,,,,,,,,,,,,,,,,,
236,,,,,3.6789,1729.088,6.32,,,,,,,7.3191,674.559,2.46,9.924,278.294,1.02,,,,,,,12.1222,878.405,3.21,,,,,,,13.7429,253.449,0.93,,,,,,,14.9,6325.281,23.11,,,,,,,,,,16.3621,189.228,0.69,,,,17.0116,5477.453,20.01,,,,,,,17.7333,434.378,1.59,17.9453,1762.003,6.44,,,,18.5324,107.504,0.39,18.6133,137.96,0.5,,,,,,,19.3261,115.047,0.42,,,,,,,,,,,,,,,,20.8692,3116.878,11.39,21.2539,247.613,0.9,,,,21.4342,275.715,1.01,,,,21.6477,94.375,0.34,,,,21.9057,500.803,1.83,,,,,,,22.9725,102.058,0.37,23.1452,302.931,1.11,23.2677,114.58,0.42,23.432,378.691,1.38,23.6105,106.674,0.39,,,,23.7268,223.543,0.82,,,,,,,23.9993,104.722,0.38,,,,,,,,,,,,,,,,,,,,,,25.9603,144.856,0.53,,,,26.4937,120.118,0.44,26.6095,151.381,0.55,,,,,,,,,,,,,,,,,,
269,,3.1809,5324.635,17.05,3.6731,3716.548,11.9,,,,,,,7.2996,689.417,2.21,9.9168,274.562,0.88,,,,,,,12.124,1033.548,3.31,,,,,,,13.7478,672.378,2.15,,,,,,,14.8248,736.895,2.36,,,,,,,15.7848,513.177,1.64,,,,,,,16.9627,1860.348,5.96,,,,,,,17.824,6333.654,20.28,17.9382,298.375,0.96,,,,,,,18.55,572.007,1.83,18.628,402.937,1.29,18.8554,228.743,0.73,,,,19.9258,140.533,0.45,20.0187,247.588,0.79,,,,,,,,,,20.8167,286.395,0.92,21.1952,86.735,0.28,21.3132,1542.323,4.94,21.433,329.623,1.06,21.5871,84.717,0.27,,,,21.6561,429.691,1.38,21.9039,207.226,0.66,,,,,,,,,,23.132,187.169,0.6,23.2671,65.443,0.21,23.4303,212.773,0.68,,,,23.6474,161.141,0.52,23.7317,226.247,0.72,,,,,,,23.9987,67.478,0.22,,,,,,,,,,,,,,,,,,,,,,25.9615,119.662,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,3.2444,827.43,2.57,3.6871,2129.901,6.61,,,,,,,7.2992,431.155,1.34,,,,,,,,,,12.1239,454.328,1.41,,,,13.1626,197.585,0.61,13.7623,1661.1,5.15,,,,,,,14.8718,3903.827,12.11,,,,,,,,,,16.3653,149.394,0.46,,,,17.0036,4644.803,14.41,,,,,,,17.7366,464.776,1.44,17.965,2708.481,8.4,,,,18.534,104.699,0.32,18.6159,137.191,0.43,,,,,,,,,,,,,,,,20.03,140.092,0.43,,,,,,,20.8775,2174.491,6.74,21.1206,7183.259,22.28,,,,21.428,310.158,0.96,21.5237,79.48,0.25,,,,21.6706,308.688,0.96,21.9095,397.705,1.23,,,,,,,,,,23.1464,228.102,0.71,23.2699,122.377,0.38,23.4343,391.914,1.22,,,,,,,23.7312,217.046,0.67,,,,,,,24.0043,108.457,0.34,,,,,,,,,,,,,,,,25.4809,228.635,0.71,,,,25.969,667.199,2.07,,,,26.4835,988.258,3.07,26.6122,251.735,0.78,,,,,,,,,,,,,,,,,,
287,,3.139,141.35,0.43,3.6814,1932.328,5.87,,,,,,,7.3178,566.012,1.72,9.923,254.622,0.77,,,,,,,12.1207,570.319,1.73,,,,13.1571,160.118,0.49,13.767,2434.508,7.4,,,,,,,14.9065,6882.072,20.91,,,,,,,,,,,,,,,,16.9703,2242.856,6.81,,,,,,,17.732,421.797,1.28,17.9389,1303.567,3.96,,,,18.5318,117.58,0.36,18.6133,146.163,0.44,,,,,,,19.3274,112.064,0.34,,,,,,,,,,,,,,,,20.8976,2909.504,8.84,21.1358,8641.09,26.25,,,,21.443,162.295,0.49,,,,,,,21.659,155.352,0.47,21.906,185.033,0.56,,,,,,,22.9759,101.944,0.31,23.146,428.034,1.3,23.2712,129.459,0.39,23.4376,541.379,1.64,23.6121,91.043,0.28,,,,23.7312,256.371,0.78,,,,,,,24.0382,111.146,0.34,,,,,,,,,,,,,,,,25.4816,219.143,0.67,,,,25.965,356.498,1.08,,,,26.4928,177.469,0.54,26.61,153.225,0.47,,,,,,,,,,,,,,,,,,
296,,3.0758,378.884,1.77,3.6859,694.609,3.24,,,,,,,,,,,,,,,,,,,12.1189,162.466,0.76,,,,13.1563,319.782,1.49,13.7596,1667.872,7.78,14.0998,320.511,1.49,,,,14.8404,1865.885,8.7,,,,,,,,,,16.3605,121.909,0.57,,,,16.9863,3703.355,17.27,,,,,,,17.6848,396.671,1.85,17.9224,411.677,1.92,,,,18.3661,266.166,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.853,776.366,3.62,21.1258,7873.821,36.73,,,,21.4249,117.764,0.55,21.5206,186.427,0.87,,,,21.6657,179.556,0.84,21.9024,300.825,1.4,,,,,,,,,,23.1303,320.875,1.5,,,,,,,,,,,,,,,,,,,,,,24.0359,76.91,0.36,,,,,,,,,,,,,25.3885,169.967,0.79,25.4804,83.339,0.39,,,,25.9634,392.463,1.83,,,,,,,26.613,466.798,2.18,,,,,,,,,,,,,,,,,,
300,,3.1021,599.954,3.72,3.6803,1677.474,10.41,,,,,,,,,,,,,,,,,,,12.115,386.706,2.4,,,,,,,13.7386,192.195,1.19,14.1605,91.236,0.57,,,,14.8549,2674.222,16.6,,,,,,,15.7654,165.845,1.03,,,,,,,16.9381,684.152,4.25,,,,,,,17.729,1805.713,11.21,17.9169,114.922,0.71,,,,18.3859,737.413,4.58,18.6186,284.16,1.76,,,,,,,,,,,,,,,,,,,,,,,,,20.8124,991.753,6.15,21.2693,137.3,0.85,,,,21.4395,226.628,1.41,,,,21.6378,161.98,1.01,,,,21.8961,82.33,0.51,,,,,,,,,,23.111,635.187,3.94,23.2645,98.176,0.61,23.4247,86.776,0.54,,,,,,,,,,23.7248,107.82,0.67,,,,,,,,,,,,,,,,,,,,,,25.3868,277.214,1.72,,,,25.9607,468.682,2.91,,,,,,,26.6116,517.206,3.21,,,,,,,,,,,,,,,,,,
302,,3.1583,786.493,4.07,3.6666,1001.823,5.18,,,,,,,7.4108,707.052,3.66,,,,,,,,,,12.1096,227,1.17,,,,,,,13.7454,1000.796,5.18,,,,,,,14.8526,3026.271,15.65,,,,,,,,,,,,,,,,16.9603,2103.486,10.88,,,,,,,17.7215,98.275,0.51,17.9162,180.575,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8409,1030.335,5.33,21.0979,6017.777,31.13,,,,21.4279,112.532,0.58,,,,21.6518,142.429,0.74,,,,21.897,249.081,1.29,,,,22.6481,97.412,0.5,22.971,84.981,0.44,23.1135,559.789,2.9,23.2585,168.962,0.87,,,,,,,,,,,,,23.7083,83.091,0.43,,,,24.0342,190.881,0.99,,,,,,,,,,,,,,,,,,,,,,25.9595,311.92,1.61,,,,,,,26.605,80.509,0.42,,,,,,,,,,,,,,,,,,
304,,3.1623,469.334,1.45,3.6768,3867.459,11.96,,,,,,,7.288,534.733,1.65,9.9108,264.969,0.82,,,,,,,12.1254,1628.282,5.04,,,,,,,13.7437,668.135,2.07,,,,,,,14.8957,6094.02,18.85,,,,,,,15.7863,378.119,1.17,,,,,,,16.9686,2418.679,7.48,,,,,,,17.7625,2179.517,6.74,17.9256,469.612,1.45,,,,,,,18.6236,436.016,1.35,,,,18.859,140.724,0.44,19.324,120.015,0.37,,,,19.9415,117.549,0.36,20.013,213.55,0.66,,,,,,,20.8534,1889.834,5.84,21.0812,4502.443,13.92,21.3025,1168.394,3.61,21.4475,241.302,0.75,21.5178,120.101,0.37,21.6512,485.712,1.5,,,,21.9054,240.744,0.74,,,,,,,,,,23.1172,517.736,1.6,23.2702,250.986,0.78,23.4354,546.172,1.69,,,,,,,23.7328,312.256,0.97,,,,,,,24,188.164,0.58,,,,,,,,,,,,,,,,,,,,,,25.9571,64.801,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,3.0458,416.069,5.17,3.6666,1723.229,21.41,,,,,,,7.3938,600.143,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8108,127.89,1.59,,,,,,,15.7465,177.608,2.21,,,,,,,16.9493,1390.388,17.27,,,,,,,17.7237,559.044,6.94,,,,,,,18.5208,124.21,1.54,,,,,,,,,,,,,,,,19.9959,107.77,1.34,,,,,,,,,,,,,21.2691,203.758,2.53,,,,,,,,,,21.6389,133.768,1.66,,,,21.8924,120.533,1.5,,,,,,,22.9708,80.922,1.01,23.1121,602.961,7.49,,,,,,,,,,23.638,122.719,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9627,505.128,6.27,,,,,,,26.6086,197.29,2.45,,,,,,,,,,,,,,,,,,
322,,3.1619,464.88,1.81,3.6821,4579.361,17.82,,,,,,,7.279,461.573,1.8,9.9145,256.533,1,11.6263,215.201,0.84,,,,12.1273,1770.655,6.89,,,,,,,13.7448,758.789,2.95,,,,,,,14.8234,926.28,3.61,,,,,,,15.7989,719.345,2.8,,,,,,,16.9422,438.5,1.71,,,,,,,17.7743,3025.659,11.78,,,,,,,,,,18.5699,1394.888,5.43,18.6498,958.079,3.73,18.8649,302.042,1.18,,,,,,,19.9404,277.099,1.08,,,,,,,,,,20.8087,249.729,0.97,21.1947,73.798,0.29,21.3151,1844.547,7.18,21.4617,170.15,0.66,,,,21.6532,688.977,2.68,,,,21.9057,76.555,0.3,,,,,,,,,,23.1058,494.771,1.93,23.2664,104.742,0.41,23.4286,230.141,0.9,,,,23.6565,168.947,0.66,23.7297,177.355,0.69,,,,,,,23.9996,84.435,0.33,,,,,,,,,,,,,,,,25.3842,75.34,0.29,,,,25.9574,156.939,0.61,,,,,,,26.6052,70.889,0.28,,,,,,,,,,,,,,,,,,
328,,3.2444,284.24,1.07,3.6772,3877.324,14.61,,,,,,,7.3012,760.013,2.86,9.9107,340.464,1.28,11.6327,603.564,2.27,,,,12.1206,913.599,3.44,,,,,,,,,,,,,,,,14.8221,590.686,2.23,,,,,,,15.7992,910.656,3.43,,,,,,,16.9555,1391.512,5.24,,,,,,,17.7966,4239.231,15.97,17.9338,206.567,0.78,,,,,,,18.5529,723.148,2.72,18.6316,540.806,2.04,18.8758,693.788,2.61,,,,19.9281,178.507,0.67,20.0087,168.063,0.63,,,,,,,20.5484,198.943,0.75,20.7995,151.52,0.57,21.1987,89.187,0.34,21.3089,1496.156,5.64,21.4617,306.043,1.15,,,,,,,21.7159,4644.499,17.5,21.9306,182.251,0.69,,,,,,,,,,23.1064,343.971,1.3,23.2688,94.512,0.36,23.4324,245.373,0.92,,,,23.6549,185.625,0.7,23.7318,193.578,0.73,,,,,,,24.0009,117.894,0.44,,,,,,,,,,,,,,,,,,,,,,25.9626,308.216,1.16,,,,,,,26.6094,151.099,0.57,,,,,,,,,,,,,,,,,,
338,,3.0527,512.087,3.53,3.6833,2627.065,18.09,,,,,,,7.284,494.616,3.41,,,,11.577,285.081,1.96,,,,12.1134,288.501,1.99,,,,,,,13.739,177.84,1.22,,,,,,,14.813,273.012,1.88,,,,,,,15.7613,451.57,3.11,,,,,,,16.9365,581.417,4,,,,,,,17.7511,1761.542,12.13,,,,,,,18.5303,289.333,1.99,18.6086,190.595,1.31,,,,18.8431,268.857,1.85,,,,,,,,,,,,,,,,20.5416,131.794,0.91,20.7896,97.639,0.67,21.1823,87.883,0.61,21.2842,705.277,4.86,21.4264,324.612,2.24,,,,,,,21.6762,2103.741,14.49,,,,,,,,,,,,,23.1141,352.984,2.43,,,,23.4263,119.055,0.82,,,,23.6436,212.233,1.46,,,,,,,,,,24.0343,176.354,1.21,,,,,,,,,,,,,,,,25.3876,246.763,1.7,,,,,,,,,,,,,26.6096,373.758,2.57,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1554,364.083,1.58,13.7666,2376.024,10.34,,,,,,,14.8506,391.621,1.7,,,,15.3833,127.744,0.56,,,,,,,,,,17.0122,5984.627,26.05,,,,,,,,,,17.9276,102.2,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1445,10504.254,45.72,,,,,,,21.5254,312.563,1.36,,,,21.6677,380.955,1.66,21.8984,146.164,0.64,22.3345,178.315,0.78,,,,,,,23.11,340.304,1.48,,,,,,,,,,,,,,,,,,,,,,24.0358,87.73,0.38,,,,,,,,,,,,,,,,25.4757,91.018,0.4,,,,25.9633,365.056,1.59,,,,26.4758,311.88,1.36,26.6106,250.998,1.09,,,,,,,,,,,,,,,,,,
349,,3.1622,428.315,1.17,3.6779,5451.254,14.89,,,,,,,7.3071,992.696,2.71,9.9154,458.896,1.25,11.6609,651.076,1.78,11.9539,246.952,0.67,12.1252,1494.395,4.08,,,,,,,13.7608,2068.63,5.65,,,,,,,14.8304,1278.469,3.49,,,,,,,15.8106,740.677,2.02,,,,,,,16.963,1767.158,4.83,,,,,,,17.8079,4881.589,13.34,17.9351,261.805,0.72,,,,,,,18.5561,751.772,2.05,18.632,457.9,1.25,18.8856,328.235,0.9,,,,,,,19.9725,402.236,1.1,,,,,,,20.5455,138.422,0.38,20.8461,402.264,1.1,21.2083,76.541,0.21,21.3189,1704.516,4.66,21.4601,168.589,0.46,,,,,,,21.6841,1901.004,5.19,21.9191,183.391,0.5,,,,,,,,,,23.1096,391.244,1.07,23.2703,74.192,0.2,23.4343,315.086,0.86,,,,23.6534,136.492,0.37,23.7344,234.948,0.64,,,,,,,24.0039,124.234,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6084,105.644,0.29,,,,,,,,,,,,,,,,,,
380,,3.1521,646.485,4.45,3.677,2242.36,15.44,,,,,,,7.293,486.348,3.35,,,,,,,,,,12.115,487.288,3.35,,,,,,,13.7423,634.042,4.37,,,,,,,14.8168,326.897,2.25,,,,,,,15.7656,318.888,2.2,,,,,,,16.9461,1126.899,7.76,,,,,,,17.7526,1763.922,12.14,,,,,,,18.5326,358.611,2.47,18.6098,217.228,1.5,,,,18.8432,126.703,0.87,,,,,,,,,,,,,,,,,,,,,,21.2861,709.33,4.88,,,,21.4239,141.086,0.97,,,,21.6435,185.56,1.28,,,,21.8958,116.437,0.8,,,,,,,,,,23.1083,477.488,3.29,,,,23.4264,139.142,0.96,,,,23.6444,164.519,1.13,23.7266,79.148,0.54,,,,,,,24.0334,60.209,0.41,,,,,,,,,,,,,,,,,,,,,,25.9615,363.269,2.5,,,,,,,26.6081,189.909,1.31,,,,,,,,,,,,,,,,,,
381,,3.155,61.818,0.22,3.6752,3663.766,13.33,,,,,,,7.2901,675.475,2.46,9.9134,261.472,0.95,,,,,,,12.1234,1668.096,6.07,,,,13.1505,174.504,0.63,13.7383,339.271,1.23,,,,,,,14.819,504.4,1.83,,,,,,,15.8201,964.586,3.51,,,,,,,16.9714,2654.474,9.66,,,,,,,17.7754,2982.983,10.85,17.9352,271.996,0.99,,,,,,,18.5481,649.132,2.36,,,,18.8932,917.29,3.34,,,,,,,20.0056,379.49,1.38,,,,,,,,,,20.8051,143.328,0.52,21.0556,2688.81,9.78,21.3083,1501.511,5.46,,,,,,,,,,21.7028,3501.427,12.74,21.9314,328.714,1.2,,,,22.6673,102.859,0.37,,,,23.1071,639.93,2.33,23.268,137.915,0.5,23.4315,266.892,0.97,23.5648,61.876,0.23,23.6539,111.202,0.4,23.7317,170.525,0.62,,,,,,,24.0013,136.553,0.5,,,,,,,,,,,,,,,,25.3856,63.589,0.23,,,,25.9591,198.523,0.72,,,,,,,26.6065,72.987,0.27,,,,,,,,,,,,,,,,,,
388,,,,,3.6866,3694.588,10.41,,,,,,,7.2979,770.864,2.17,9.914,335.097,0.94,11.588,230.377,0.65,,,,12.1208,521.324,1.47,,,,,,,13.7444,246.497,0.69,,,,,,,14.8227,632.68,1.78,,,,,,,15.7963,911.991,2.57,16.359,300.934,0.85,,,,16.9481,800.137,2.25,,,,,,,17.8435,8197.762,23.1,17.9463,355.017,1,,,,,,,18.5479,469.336,1.32,,,,18.8812,787.045,2.22,,,,,,,19.9352,144.652,0.41,20.012,185.269,0.52,,,,20.5632,224.236,0.63,20.8099,238.945,0.67,21.2055,107.924,0.3,21.3125,1566.846,4.42,21.4868,412.116,1.16,,,,,,,21.7539,8791.039,24.77,,,,,,,22.6509,100.588,0.28,,,,23.118,194.877,0.55,23.2692,73.354,0.21,23.4373,425.634,1.2,,,,23.6489,158.788,0.45,23.7339,283.854,0.8,,,,,,,24.0017,154.99,0.44,,,,,,,,,,,,,,,,,,,,,,25.9647,408.307,1.15,,,,,,,26.6104,159.163,0.45,,,,,,,,,,,,,,,,,,
394,,3.1634,488.144,2.11,3.6724,4485.405,19.39,,,,,,,7.2896,634.094,2.74,9.908,292.743,1.27,11.6065,542.674,2.35,,,,12.1192,1130.474,4.89,,,,13.1535,154.103,0.67,13.7379,236.233,1.02,,,,,,,14.817,421.203,1.82,,,,,,,15.7872,624.555,2.7,,,,,,,16.9594,1840.464,7.96,,,,,,,17.774,2837.062,12.27,17.9406,198.879,0.86,,,,,,,18.5498,689.569,2.98,18.6291,554.556,2.4,18.8606,293.932,1.27,,,,19.9203,126.108,0.55,20.0085,164.04,0.71,,,,,,,20.5466,172.012,0.74,20.7984,118.916,0.51,21.192,102.564,0.44,21.2878,607.599,2.63,21.4503,160.055,0.69,,,,,,,21.6856,2281.115,9.86,21.9149,243.954,1.05,,,,,,,,,,23.1092,494.432,2.14,,,,23.4275,58.159,0.25,,,,23.6492,171.44,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.962,332.118,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,3.0497,486.404,2.48,3.6719,3773.722,19.27,,,,,,,7.2883,571.127,2.92,9.9085,236.901,1.21,11.6081,480.124,2.45,,,,12.1115,228.214,1.17,,,,,,,13.7387,524.871,2.68,,,,,,,14.8154,232.189,1.19,,,,,,,15.7818,510.435,2.61,,,,,,,16.9588,1877.303,9.59,,,,,,,17.7645,2357.34,12.04,17.9307,161.783,0.83,,,,18.5307,257.733,1.32,18.6084,174.35,0.89,,,,18.8575,367.042,1.87,,,,,,,20.0059,167.854,0.86,,,,,,,,,,20.797,77.288,0.39,21.2905,814.301,4.16,,,,21.4393,135.735,0.69,,,,,,,21.669,1470.143,7.51,21.9059,184.477,0.94,,,,,,,,,,23.1121,538.726,2.75,,,,23.4267,119.508,0.61,,,,23.6492,184.673,0.94,,,,23.7251,59.749,0.31,,,,24.0345,165.902,0.85,,,,,,,,,,,,,,,,25.3859,179.998,0.92,,,,25.9575,162.761,0.83,,,,,,,26.6066,150.726,0.77,,,,,,,,,,,,,,,,,,
429,,,,,3.6782,1706.576,14.46,,,,,,,,,,,,,,,,,,,12.1109,373.163,3.16,,,,,,,,,,,,,,,,14.812,307.971,2.61,,,,,,,15.7758,461.588,3.91,,,,,,,16.9383,740.815,6.28,,,,,,,17.7345,1090.284,9.24,,,,,,,18.5381,564.795,4.79,18.616,424.457,3.6,,,,18.8485,172.457,1.46,,,,,,,,,,,,,,,,20.5395,106.851,0.91,20.788,83.29,0.71,21.2821,605.914,5.13,,,,21.4481,216.072,1.83,,,,,,,21.6891,2960.768,25.09,21.9107,132.636,1.12,,,,,,,,,,23.1087,471.329,3.99,,,,23.4243,77.686,0.66,,,,23.6447,156.049,1.32,,,,23.7247,67.278,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.957,217.779,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,3.1633,418.897,1.19,3.6804,3562.427,10.12,,,,,,,7.3032,445.595,1.27,,,,,,,,,,12.134,2224.816,6.32,,,,,,,13.7455,377.057,1.07,,,,,,,14.8353,1276.817,3.63,,,,,,,15.8092,543.637,1.55,16.3643,195.041,0.55,,,,17.0048,4820.249,13.7,,,,,,,17.8716,10813.887,30.73,17.9632,556.788,1.58,,,,,,,18.5697,892.858,2.54,18.6468,628.681,1.79,18.8569,278.63,0.79,,,,19.9183,189.306,0.54,20.016,249.731,0.71,,,,,,,,,,20.8107,475.391,1.35,21.0293,1508.051,4.29,21.3217,2106.427,5.99,21.4432,244.165,0.69,,,,21.596,160.231,0.46,21.6664,863.286,2.45,21.9096,344.484,0.98,,,,,,,,,,23.1034,382.981,1.09,,,,23.4285,196.383,0.56,,,,23.6462,87.541,0.25,,,,,,,,,,23.9992,64.467,0.18,,,,,,,,,,,,,,,,25.3867,79.525,0.23,,,,25.9642,504.565,1.43,,,,,,,26.6076,80.952,0.23,,,,,,,,,,,,,,,,,,
93,,3.2417,624.541,2.98,3.706,3456,16.51,,,,,,,7.3795,631.778,3.02,,,,,,,,,,12.157,1750.641,8.36,,,,,,,,,,,,,,,,14.8473,983.024,4.7,,,,,,,15.7835,255.284,1.22,,,,,,,16.9613,315.178,1.51,,,,,,,17.8186,5018.684,23.97,17.9644,1071.03,5.12,,,,18.3873,361.185,1.73,18.5536,215.963,1.03,18.6343,244.141,1.17,18.8609,173.507,0.83,,,,,,,20.0211,151.741,0.72,,,,,,,,,,20.8256,914.354,4.37,,,,21.3049,887.105,4.24,21.4447,201.384,0.96,,,,21.6017,106.515,0.51,21.6617,432.864,2.07,21.9113,94.113,0.45,,,,,,,,,,23.1317,397.596,1.9,23.2745,96.506,0.46,23.44,388.415,1.86,,,,23.6578,155.441,0.74,23.7346,161.793,0.77,,,,,,,24.0064,80.173,0.38,,,,,,,,,,,,,,,,,,,,,,25.9747,763.608,3.65,,,,,,,26.6179,156.04,0.75,26.7499,95.473,0.46,,,,,,,,,,,,,,,
CT 10 mg/mL,,,,,3.5228,51857.364,69.88,,,,,,,,,,,,,,,,,,,,,,,,,13.2313,2678.332,3.61,13.809,1859.459,2.51,,,,,,,14.919,2713.626,3.66,,,,,,,15.9675,2319.663,3.13,16.3677,1441.252,1.94,16.7344,2550.593,3.44,17.0086,2571.1,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7017,1625.776,2.19,,,,,,,20.0461,139.928,0.19,,,,,,,,,,21.0458,1484.325,2,,,,,,,,,,,,,21.7148,788.858,1.06,,,,22.2647,1406.428,1.9,22.6325,262.994,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,3.2241,889.071,3.18,3.7213,3283.547,11.75,,,,,,,7.3649,762.535,2.73,,,,,,,,,,12.1612,923.639,3.3,,,,,,,13.7759,530.858,1.9,14.1695,335.575,1.2,,,,14.8757,2062.173,7.38,,,,,,,15.8291,227.188,0.81,,,,,,,16.9662,381.845,1.37,,,,,,,17.8259,5146.652,18.41,18.002,2401.005,8.59,,,,18.4275,898.725,3.22,18.5734,310.363,1.11,18.6517,302.123,1.08,18.8924,177.484,0.64,19.356,101.568,0.36,,,,,,,20.0451,272.66,0.98,,,,,,,20.8713,2064.484,7.39,21.2083,81.843,0.29,21.3124,799.627,2.86,,,,,,,,,,21.6695,582.934,2.09,21.9228,77.979,0.28,,,,,,,,,,23.1231,521.467,1.87,23.2823,169.643,0.61,23.4479,466.623,1.67,,,,,,,23.7433,188.767,0.68,,,,,,,24.013,134.49,0.48,,,,,,,,,,,,,,,,,,,,,,25.9737,333.91,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,3.2414,1321.467,4.76,3.6949,3864.949,13.93,,,,,,,7.3049,673.829,2.43,9.9227,300.128,1.08,,,,,,,12.1273,489.583,1.76,,,,13.1607,181.013,0.65,13.7499,256.514,0.92,,,,,,,14.8257,404.226,1.46,,,,,,,15.8079,681.536,2.46,16.3663,176.88,0.64,,,,16.9851,2970.157,10.71,,,,,,,17.8345,6633.563,23.91,17.9471,375.613,1.35,,,,,,,18.5522,413.589,1.49,18.6323,430.159,1.55,18.896,1198.25,4.32,,,,,,,20.018,138.351,0.5,,,,,,,,,,20.8124,157.691,0.57,21.1982,72.553,0.26,21.3105,1287.199,4.64,21.4526,96.967,0.35,21.5264,103.713,0.37,,,,21.6668,786.966,2.84,21.9146,332.171,1.2,,,,,,,,,,23.1108,347.477,1.25,23.2706,75.152,0.27,23.4339,172.592,0.62,,,,23.6544,129.28,0.47,23.7337,142.702,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9677,543.185,1.96,,,,,,,26.6116,103.429,0.37,,,,,,,,,,,,,,,,,,
244,,3.1595,327.467,1.52,3.6999,3642.305,16.95,,,,,,,7.3181,924.324,4.3,9.9259,341.814,1.59,,,,,,,12.1274,346.079,1.61,,,,,,,13.7475,146.869,0.68,,,,,,,14.8507,2015.425,9.38,,,,,,,15.7778,305.222,1.42,,,,,,,16.9567,1243.206,5.79,,,,,,,17.7694,2180.522,10.15,17.9452,1085.609,5.05,,,,18.5376,176.378,0.82,18.6174,177.679,0.83,,,,18.8652,506.732,2.36,,,,,,,20.0168,284.486,1.32,,,,,,,,,,20.8351,1317.477,6.13,21.2876,498.309,2.32,,,,21.4395,209.475,0.97,21.5156,104.107,0.48,,,,21.6667,986.615,4.59,21.906,130.489,0.61,,,,,,,22.9767,100.052,0.47,23.1236,542.061,2.52,23.27,101.739,0.47,23.4335,244.745,1.14,23.616,163.754,0.76,,,,23.7311,221.042,1.03,,,,,,,24.0013,58.98,0.27,,,,,,,,,,,,,,,,25.3904,106.144,0.49,,,,25.9661,401.313,1.87,,,,,,,26.6116,132.161,0.61,,,,,,,,,,,,,,,,,,
